evaluation_id,model_version,eval_prompt_category,human_rating,synthetic_metric,cost_of_evaluation,evaluation_date,deployment_week
EVAL_005787,v1.0,Creative Writing,3,83.56,15.03,2024-01-20,1
EVAL_005788,v1.0,General QA,3,77.64,20.91,2024-02-11,1
EVAL_005789,v1.0,Math/Logic,4,89.31,21.45,2024-02-16,1
EVAL_005790,v1.0,Scientific,3,82.71,14.52,2024-04-26,1
EVAL_005791,v1.0,Creative Writing,5,71.87,25.26,2024-02-08,1
EVAL_005792,v1.0,General QA,3,69.29,20.52,2024-02-04,1
EVAL_005793,v1.0,General QA,4,78.73,25.18,2024-05-16,1
EVAL_005794,v1.0,Creative Writing,5,84.3,31.1,2024-06-13,1
EVAL_005795,v1.0,Scientific,3,74.47,28.94,2024-03-02,1
EVAL_005796,v1.0,General QA,4,82.3,24.44,2024-04-16,1
EVAL_005797,v1.0,General QA,5,72.02,21.95,2024-01-20,1
EVAL_005798,v1.0,Coding,2,78.23,24.1,2024-04-17,1
EVAL_005799,v1.0,General QA,3,67.33,23.05,2024-06-05,1
EVAL_005800,v1.0,Creative Writing,5,85.12,21.62,2024-05-26,1
EVAL_005801,v1.0,Scientific,4,66.76,29.63,2024-02-29,1
EVAL_005802,v1.0,Coding,3,67.03,15.24,2024-04-15,1
EVAL_005803,v1.0,Math/Logic,5,76.24,29.64,2024-01-16,1
EVAL_005804,v1.0,Math/Logic,4,70.14,19.71,2024-01-08,1
EVAL_005805,v1.0,Creative Writing,5,87.73,21.78,2024-06-17,1
EVAL_005806,v1.0,General QA,3,67.8,18.66,2024-05-02,1
EVAL_005807,v1.0,Scientific,5,83.53,18.85,2024-04-12,1
EVAL_005808,v1.0,Creative Writing,3,73.91,24.82,2024-02-07,1
EVAL_005809,v1.0,Math/Logic,3,70.84,27.0,2024-04-07,1
EVAL_005810,v1.0,Scientific,3,78.32,19.15,2024-03-06,1
EVAL_005811,v1.0,Math/Logic,5,82.98,29.8,2024-04-18,1
EVAL_005812,v1.0,General QA,2,70.87,19.19,2024-02-13,1
EVAL_005813,v1.0,Creative Writing,5,84.7,22.13,2024-03-11,1
EVAL_005814,v1.0,General QA,5,92.56,27.42,2024-05-16,1
EVAL_005815,v1.0,Math/Logic,5,92.92,31.78,2024-05-11,1
EVAL_005816,v1.0,Creative Writing,4,79.99,21.66,2024-01-03,1
EVAL_005817,v1.0,Math/Logic,4,93.07,20.26,2024-02-24,1
EVAL_005818,v1.0,Coding,5,92.18,21.42,2024-06-05,1
EVAL_005819,v1.0,General QA,4,72.34,19.47,2024-03-18,1
EVAL_005820,v1.0,Math/Logic,5,71.25,31.34,2024-02-06,1
EVAL_005821,v1.0,Math/Logic,3,72.68,21.2,2024-05-29,1
EVAL_005822,v1.0,Coding,4,90.28,28.96,2024-06-23,1
EVAL_005823,v1.0,Creative Writing,4,67.85,27.08,2024-01-28,1
EVAL_005824,v1.0,Creative Writing,3,70.24,14.11,2024-03-21,1
EVAL_005825,v1.0,Creative Writing,4,66.12,24.98,2024-03-26,1
EVAL_005826,v1.0,Scientific,4,74.49,17.18,2024-06-21,1
EVAL_005827,v1.0,General QA,5,80.97,24.39,2024-02-01,1
EVAL_005828,v1.0,Coding,5,74.54,29.55,2024-01-19,1
EVAL_005829,v1.0,Creative Writing,5,79.51,25.76,2024-03-17,1
EVAL_005830,v1.0,Math/Logic,5,85.04,26.41,2024-03-23,1
EVAL_005831,v1.0,Math/Logic,3,68.35,28.39,2024-03-08,1
EVAL_005832,v1.0,Scientific,5,90.67,20.68,2024-03-05,1
EVAL_005833,v1.0,Math/Logic,3,67.27,27.8,2024-03-29,1
EVAL_005834,v1.0,General QA,5,72.82,18.4,2024-01-07,1
EVAL_005835,v1.0,Creative Writing,3,69.66,22.78,2024-03-21,1
EVAL_005836,v1.0,Scientific,4,75.38,23.56,2024-05-17,1
EVAL_005837,v1.0,General QA,3,71.06,15.12,2024-01-12,1
EVAL_005838,v1.0,Creative Writing,4,73.5,25.37,2024-04-17,1
EVAL_005839,v1.0,Math/Logic,5,92.7,21.01,2024-02-09,1
EVAL_005840,v1.0,General QA,3,66.65,25.09,2024-04-22,1
EVAL_005841,v1.0,General QA,3,71.13,27.57,2024-01-01,1
EVAL_005842,v1.0,Creative Writing,3,75.45,27.93,2024-06-28,1
EVAL_005843,v1.0,General QA,4,90.65,24.83,2024-06-16,1
EVAL_005844,v1.0,Math/Logic,4,70.23,21.61,2024-02-19,1
EVAL_005845,v1.0,Coding,4,58.06,30.79,2024-05-28,1
EVAL_005846,v1.0,Coding,4,79.39,30.01,2024-02-05,1
EVAL_005847,v1.0,Math/Logic,3,78.82,23.53,2024-05-17,1
EVAL_005848,v1.0,Creative Writing,5,85.69,22.72,2024-04-21,1
EVAL_005849,v1.0,Math/Logic,5,75.81,29.78,2024-06-03,1
EVAL_005850,v1.0,General QA,2,75.13,25.4,2024-04-14,1
EVAL_005851,v1.0,General QA,4,73.89,25.66,2024-02-27,1
EVAL_005852,v1.0,Coding,5,87.7,23.8,2024-01-31,1
EVAL_005853,v1.0,Math/Logic,3,97.99,28.94,2024-04-05,1
EVAL_005854,v1.0,Scientific,4,85.69,30.63,2024-01-29,1
EVAL_005855,v1.0,Coding,5,80.07,32.14,2024-03-17,1
EVAL_005856,v1.0,Scientific,4,76.83,30.3,2024-03-09,1
EVAL_005857,v1.0,Scientific,3,79.14,25.92,2024-06-15,1
EVAL_005858,v1.0,Coding,4,79.91,16.7,2024-05-17,1
EVAL_005859,v1.0,General QA,5,81.99,26.27,2024-04-30,1
EVAL_005860,v1.0,Creative Writing,5,72.03,21.1,2024-06-14,1
EVAL_005861,v1.0,Math/Logic,4,80.04,21.73,2024-05-11,1
EVAL_005862,v1.0,Coding,4,65.84,18.56,2024-03-02,1
EVAL_005863,v1.0,Coding,5,85.27,31.79,2024-01-04,1
EVAL_005864,v1.0,Creative Writing,5,90.41,21.31,2024-05-24,1
EVAL_005865,v1.0,Scientific,3,71.67,24.08,2024-06-04,1
EVAL_005866,v1.0,Creative Writing,4,77.11,21.07,2024-03-30,1
EVAL_005867,v1.0,Math/Logic,5,91.34,25.58,2024-04-26,1
EVAL_005868,v1.0,Scientific,3,77.62,25.14,2024-04-19,1
EVAL_005869,v1.0,Scientific,3,73.17,16.63,2024-03-08,1
EVAL_005870,v1.0,Math/Logic,5,71.54,30.29,2024-05-14,1
EVAL_005871,v1.0,Creative Writing,4,78.97,23.78,2024-06-24,1
EVAL_005872,v1.0,General QA,3,70.46,15.16,2024-05-03,1
EVAL_005873,v1.0,Math/Logic,4,68.19,28.33,2024-03-31,1
EVAL_005874,v1.0,Creative Writing,4,66.54,24.2,2024-01-03,1
EVAL_005875,v1.0,Math/Logic,4,73.0,17.97,2024-03-03,1
EVAL_005876,v1.0,Coding,5,81.9,28.9,2024-06-21,1
EVAL_005877,v1.0,Coding,4,75.14,21.55,2024-04-28,1
EVAL_005878,v1.0,Coding,4,65.42,20.79,2024-04-21,1
EVAL_005879,v1.0,Scientific,3,66.82,17.06,2024-04-24,1
EVAL_005880,v1.0,Coding,4,77.41,29.91,2024-02-11,1
EVAL_005881,v1.0,Creative Writing,4,64.82,24.76,2024-02-17,1
EVAL_005882,v1.0,Math/Logic,4,67.58,20.17,2024-05-19,1
EVAL_005883,v1.0,Scientific,5,81.39,24.12,2024-04-24,1
EVAL_005884,v1.0,Scientific,5,89.92,29.79,2024-02-14,1
EVAL_005885,v1.0,Math/Logic,3,84.53,15.65,2024-06-21,1
EVAL_005886,v1.0,Math/Logic,5,70.96,20.91,2024-05-12,1
EVAL_005887,v1.0,Coding,5,89.18,29.56,2024-01-22,1
EVAL_005888,v1.0,Creative Writing,4,82.15,21.9,2024-02-24,1
EVAL_005889,v1.0,Scientific,4,67.43,21.42,2024-02-19,1
EVAL_005890,v1.0,Scientific,4,88.78,28.36,2024-02-22,1
EVAL_005891,v1.0,Creative Writing,3,67.91,25.93,2024-03-15,1
EVAL_005892,v1.0,Coding,4,74.91,17.68,2024-04-02,1
EVAL_005893,v1.0,Creative Writing,4,70.02,23.47,2024-01-08,1
EVAL_005894,v1.0,Scientific,4,83.94,16.04,2024-02-07,1
EVAL_005895,v1.0,Scientific,5,87.1,29.85,2024-02-11,1
EVAL_005896,v1.0,Math/Logic,4,90.11,27.22,2024-05-29,1
EVAL_005897,v1.0,Scientific,4,79.7,27.2,2024-04-08,1
EVAL_005898,v1.0,Creative Writing,5,86.78,22.07,2024-05-21,1
EVAL_005899,v1.0,Creative Writing,4,78.75,22.1,2024-05-18,1
EVAL_005900,v1.0,Scientific,4,67.47,19.69,2024-05-19,1
EVAL_005901,v1.0,Creative Writing,4,63.24,21.0,2024-01-29,1
EVAL_005902,v1.0,Scientific,1,74.81,23.51,2024-04-01,1
EVAL_005903,v1.0,Math/Logic,5,83.25,20.78,2024-02-24,1
EVAL_005904,v1.0,Scientific,4,63.11,24.19,2024-05-09,1
EVAL_005905,v1.0,Scientific,4,86.16,22.99,2024-01-24,1
EVAL_005906,v1.0,Math/Logic,3,71.01,20.34,2024-02-12,1
EVAL_005907,v1.0,Math/Logic,4,79.1,25.31,2024-03-27,1
EVAL_005908,v1.0,General QA,5,77.34,21.54,2024-02-04,1
EVAL_005909,v1.0,Creative Writing,3,70.93,28.3,2024-02-20,1
EVAL_005910,v1.0,Scientific,4,72.17,17.94,2024-05-08,1
EVAL_005911,v1.0,Creative Writing,3,84.51,26.88,2024-02-04,1
EVAL_005912,v1.0,Scientific,2,61.88,20.57,2024-04-10,1
EVAL_005913,v1.0,Math/Logic,4,66.55,26.57,2024-04-22,1
EVAL_005914,v1.0,Math/Logic,4,79.9,17.52,2024-05-06,1
EVAL_005915,v1.0,General QA,4,83.26,16.08,2024-01-25,1
EVAL_005916,v1.0,Coding,3,72.16,18.45,2024-01-15,1
EVAL_005917,v1.0,General QA,5,77.76,23.11,2024-05-16,1
EVAL_005918,v1.0,General QA,5,92.63,23.75,2024-03-16,1
EVAL_005919,v1.0,Coding,3,58.85,17.25,2024-04-26,1
EVAL_005920,v1.0,Scientific,3,69.93,24.74,2024-01-11,1
EVAL_005921,v1.0,Creative Writing,4,66.96,16.91,2024-05-29,1
EVAL_005922,v1.0,Coding,5,82.59,18.55,2024-03-07,1
EVAL_005923,v1.0,Creative Writing,4,66.63,25.11,2024-03-19,1
EVAL_005924,v1.0,Coding,4,81.12,28.71,2024-01-08,1
EVAL_005925,v1.0,Math/Logic,3,78.11,28.98,2024-06-13,1
EVAL_005926,v1.0,Math/Logic,5,84.89,27.65,2024-01-26,1
EVAL_005927,v1.0,General QA,4,79.14,24.18,2024-01-25,1
EVAL_005928,v1.0,Math/Logic,4,85.71,29.29,2024-06-28,1
EVAL_005929,v1.0,General QA,4,68.91,30.89,2024-04-10,1
EVAL_005930,v1.0,Coding,4,84.39,23.23,2024-01-30,1
EVAL_005931,v1.0,General QA,5,77.95,30.54,2024-05-08,1
EVAL_005932,v1.0,Scientific,3,72.39,17.86,2024-04-15,1
EVAL_005933,v1.0,General QA,3,67.32,21.52,2024-04-28,1
EVAL_005934,v1.0,Scientific,4,84.5,21.12,2024-03-02,1
EVAL_005935,v1.0,Creative Writing,5,87.64,29.42,2024-04-06,1
EVAL_005936,v1.0,Math/Logic,4,63.02,25.48,2024-04-06,1
EVAL_005937,v1.0,Scientific,4,82.24,27.91,2024-02-10,1
EVAL_005938,v1.0,Coding,5,75.03,29.47,2024-02-04,1
EVAL_005939,v1.0,Coding,4,81.01,21.98,2024-05-15,1
EVAL_005940,v1.0,Scientific,3,71.51,14.91,2024-04-08,1
EVAL_005941,v1.0,Coding,4,70.14,21.85,2024-06-01,1
EVAL_005942,v1.0,Scientific,3,84.08,21.41,2024-06-25,1
EVAL_005943,v1.0,Math/Logic,5,79.06,26.48,2024-03-12,1
EVAL_005944,v1.0,Scientific,5,75.59,20.0,2024-01-16,1
EVAL_005945,v1.0,Math/Logic,5,86.99,32.65,2024-06-16,1
EVAL_005946,v1.0,Coding,4,68.28,16.21,2024-01-23,1
EVAL_005947,v1.0,Math/Logic,4,71.91,26.35,2024-06-18,1
EVAL_005948,v1.0,General QA,4,86.17,23.12,2024-06-13,1
EVAL_005949,v1.0,Creative Writing,3,73.68,16.35,2024-03-08,1
EVAL_005950,v1.0,Math/Logic,4,86.2,22.93,2024-06-12,1
EVAL_005951,v1.0,Math/Logic,5,80.71,30.69,2024-06-01,1
EVAL_005952,v1.0,Creative Writing,5,83.01,31.66,2024-05-30,1
EVAL_005953,v1.0,General QA,4,69.41,21.73,2024-04-14,1
EVAL_005954,v1.0,General QA,4,71.16,18.93,2024-02-26,1
EVAL_005955,v1.0,General QA,4,85.94,28.53,2024-03-05,1
EVAL_005956,v1.0,Coding,5,80.4,25.28,2024-01-08,1
EVAL_005957,v1.0,General QA,3,76.12,19.47,2024-02-02,1
EVAL_005958,v1.0,Math/Logic,4,69.04,24.71,2024-01-10,1
EVAL_005959,v1.0,Math/Logic,3,84.52,18.75,2024-02-27,1
EVAL_005960,v1.0,Creative Writing,3,83.12,22.91,2024-02-09,1
EVAL_005961,v1.0,Coding,5,78.52,31.56,2024-01-18,1
EVAL_005962,v1.0,Creative Writing,5,90.48,19.56,2024-03-15,1
EVAL_005963,v1.0,Creative Writing,3,70.59,27.02,2024-03-08,1
EVAL_005964,v1.0,Scientific,4,90.2,24.19,2024-06-02,1
EVAL_005965,v1.0,Creative Writing,5,79.55,25.66,2024-01-20,1
EVAL_005966,v1.0,Math/Logic,4,72.31,29.68,2024-01-25,1
EVAL_005967,v1.0,Math/Logic,4,84.41,17.09,2024-01-22,1
EVAL_005968,v1.0,Scientific,4,67.73,23.99,2024-02-04,1
EVAL_005969,v1.0,Creative Writing,5,70.84,27.55,2024-06-10,1
EVAL_005970,v1.0,General QA,5,83.13,30.2,2024-04-13,1
EVAL_005971,v1.0,General QA,4,72.72,19.84,2024-01-18,1
EVAL_005972,v1.0,Math/Logic,5,82.46,24.69,2024-01-07,1
EVAL_005973,v1.0,Scientific,4,75.56,20.04,2024-06-27,1
EVAL_005974,v1.0,Scientific,4,79.42,26.35,2024-01-19,1
EVAL_005975,v1.0,Math/Logic,3,58.33,19.92,2024-06-20,1
EVAL_005976,v1.0,Math/Logic,5,80.62,25.54,2024-06-07,1
EVAL_005977,v1.0,Scientific,3,76.13,27.71,2024-04-11,1
EVAL_005978,v1.0,General QA,4,77.82,26.29,2024-05-05,1
EVAL_005979,v1.0,Math/Logic,4,86.59,30.81,2024-01-13,1
EVAL_005980,v1.0,Coding,4,72.68,18.67,2024-06-28,1
EVAL_005981,v1.0,General QA,5,84.48,18.64,2024-03-30,1
EVAL_005982,v1.0,Creative Writing,4,84.11,19.16,2024-04-11,1
EVAL_005983,v1.0,Creative Writing,4,64.39,22.66,2024-01-02,1
EVAL_005984,v1.0,General QA,3,74.19,20.35,2024-06-22,1
EVAL_005985,v1.0,Scientific,5,88.23,20.96,2024-01-27,1
EVAL_005986,v1.0,Math/Logic,4,91.92,24.52,2024-02-21,1
EVAL_005987,v1.0,General QA,2,65.51,15.18,2024-01-02,1
EVAL_005988,v1.0,General QA,4,73.14,25.65,2024-06-14,1
EVAL_005989,v1.0,Scientific,5,89.26,24.8,2024-02-27,1
EVAL_005990,v1.0,Creative Writing,4,87.09,30.32,2024-02-21,1
EVAL_005991,v1.0,Coding,3,86.71,26.71,2024-03-07,1
EVAL_005992,v1.0,Scientific,3,64.69,25.26,2024-06-02,1
EVAL_005993,v1.0,Scientific,4,83.04,23.48,2024-03-11,1
EVAL_005994,v1.0,Coding,3,72.64,26.91,2024-02-16,1
EVAL_005995,v1.0,General QA,4,86.18,21.0,2024-01-22,1
EVAL_005996,v1.0,General QA,3,69.11,19.3,2024-03-09,1
EVAL_005997,v1.0,Creative Writing,4,77.29,27.36,2024-05-20,1
EVAL_005998,v1.0,Creative Writing,4,92.23,30.65,2024-02-14,1
EVAL_005999,v1.0,Coding,5,87.55,21.86,2024-05-01,1
EVAL_006000,v1.0,Coding,4,92.94,24.43,2024-01-28,1
EVAL_006001,v1.0,General QA,3,79.23,26.51,2024-05-13,1
EVAL_006002,v1.0,Math/Logic,4,66.41,24.26,2024-01-03,1
EVAL_006003,v1.0,General QA,5,79.28,30.43,2024-03-19,1
EVAL_006004,v1.0,Math/Logic,2,62.58,12.2,2024-04-04,1
EVAL_006005,v1.0,Creative Writing,5,90.16,19.65,2024-03-25,1
EVAL_006006,v1.0,Coding,5,85.15,22.94,2024-05-07,1
EVAL_006007,v1.0,Scientific,5,72.39,30.56,2024-02-02,1
EVAL_006008,v1.0,Coding,5,77.04,29.72,2024-04-30,1
EVAL_006009,v1.0,Coding,4,71.5,26.15,2024-01-24,1
EVAL_006010,v1.0,Creative Writing,3,69.82,16.13,2024-03-11,1
EVAL_006011,v1.0,Coding,5,87.77,23.83,2024-05-13,1
EVAL_006012,v1.0,Creative Writing,4,83.12,21.93,2024-01-25,1
EVAL_006013,v1.0,Scientific,4,72.39,23.78,2024-05-29,1
EVAL_006014,v1.0,Scientific,4,82.63,24.93,2024-01-14,1
EVAL_006015,v1.0,Scientific,3,75.53,16.45,2024-06-15,1
EVAL_006016,v1.0,General QA,4,63.81,27.1,2024-04-05,1
EVAL_006017,v1.0,Coding,3,66.16,17.45,2024-04-19,1
EVAL_006018,v1.0,Scientific,3,79.21,18.87,2024-05-24,1
EVAL_006019,v1.0,General QA,3,64.43,16.88,2024-02-27,1
EVAL_006020,v1.0,General QA,5,72.34,18.85,2024-04-20,1
EVAL_006021,v1.0,Scientific,4,75.37,28.39,2024-02-23,1
EVAL_006022,v1.0,Creative Writing,2,77.05,18.99,2024-05-17,1
EVAL_006023,v1.0,Scientific,3,82.25,21.66,2024-01-12,1
EVAL_006024,v1.0,Coding,3,74.48,27.59,2024-06-10,1
EVAL_006025,v1.0,Math/Logic,4,77.53,23.17,2024-02-16,1
EVAL_006026,v1.0,Coding,2,66.72,17.23,2024-06-25,1
EVAL_006027,v1.0,Coding,3,65.54,23.9,2024-04-26,1
EVAL_006028,v1.0,Creative Writing,4,70.29,16.38,2024-04-01,1
EVAL_006029,v1.0,Creative Writing,4,98.23,29.12,2024-06-02,1
EVAL_006030,v1.0,Math/Logic,4,88.46,16.77,2024-01-31,1
EVAL_006031,v1.0,Creative Writing,4,83.38,25.9,2024-05-29,1
EVAL_006032,v1.0,Creative Writing,4,85.45,20.61,2024-05-29,1
EVAL_006033,v1.0,General QA,4,76.07,27.79,2024-02-06,1
EVAL_006034,v1.0,General QA,3,64.11,14.99,2024-05-01,1
EVAL_006035,v1.0,Coding,3,90.13,24.7,2024-01-08,1
EVAL_006036,v1.0,Scientific,5,85.01,27.9,2024-04-25,1
EVAL_006037,v1.0,Coding,5,85.92,18.53,2024-03-11,1
EVAL_006038,v1.0,Scientific,3,80.5,20.72,2024-04-07,1
EVAL_006039,v1.0,Math/Logic,2,66.39,21.83,2024-01-17,1
EVAL_006040,v1.0,Creative Writing,5,77.04,21.03,2024-02-12,1
EVAL_006041,v1.0,General QA,3,72.28,17.54,2024-05-28,1
EVAL_006042,v1.0,Creative Writing,5,100.0,24.36,2024-02-25,1
EVAL_006043,v1.0,General QA,3,67.99,17.71,2024-02-25,1
EVAL_006044,v1.0,Coding,5,84.98,30.87,2024-06-04,1
EVAL_006045,v1.0,Scientific,5,84.16,19.73,2024-02-09,1
EVAL_006046,v1.0,Scientific,4,72.51,18.12,2024-04-26,1
EVAL_006047,v1.0,Math/Logic,5,84.87,21.04,2024-01-05,1
EVAL_006048,v1.0,Math/Logic,4,72.11,30.51,2024-03-05,1
EVAL_006049,v1.0,General QA,4,87.06,26.92,2024-01-15,1
EVAL_006050,v1.0,Math/Logic,4,58.67,17.46,2024-01-27,1
EVAL_006051,v1.0,Math/Logic,3,73.25,17.82,2024-03-21,1
EVAL_006052,v1.0,Coding,5,82.7,22.73,2024-01-29,1
EVAL_006053,v1.0,Coding,4,75.1,23.14,2024-01-28,1
EVAL_006054,v1.0,Creative Writing,2,65.62,26.24,2024-03-16,1
EVAL_006055,v1.0,Creative Writing,5,86.83,29.33,2024-02-21,1
EVAL_006056,v1.0,Creative Writing,5,78.31,25.99,2024-03-16,1
EVAL_006057,v1.0,Coding,4,79.34,27.68,2024-03-13,1
EVAL_006058,v1.0,Scientific,4,93.53,25.88,2024-04-28,1
EVAL_006059,v1.0,Math/Logic,3,76.44,25.86,2024-01-11,1
EVAL_006060,v1.0,Math/Logic,4,80.94,26.65,2024-05-11,1
EVAL_006061,v1.0,Scientific,3,83.83,24.33,2024-05-07,1
EVAL_006062,v1.0,Scientific,3,82.97,27.31,2024-03-25,1
EVAL_006063,v1.0,Scientific,4,82.09,16.42,2024-06-13,1
EVAL_006064,v1.0,General QA,5,80.44,22.78,2024-05-03,1
EVAL_006065,v1.0,Scientific,5,82.32,26.54,2024-01-22,1
EVAL_006066,v1.0,General QA,5,93.47,26.26,2024-01-24,1
EVAL_006067,v1.0,Math/Logic,5,80.15,18.94,2024-04-19,1
EVAL_006068,v1.0,Scientific,4,77.15,24.12,2024-01-27,1
EVAL_006069,v1.0,Scientific,3,85.52,21.88,2024-01-04,1
EVAL_006070,v1.0,Coding,4,65.9,25.9,2024-04-03,1
EVAL_006071,v1.0,Math/Logic,3,60.97,25.85,2024-01-19,1
EVAL_006072,v1.0,General QA,5,73.56,19.43,2024-05-12,1
EVAL_006073,v1.0,Scientific,4,85.48,17.28,2024-02-25,1
EVAL_006074,v1.0,General QA,4,72.97,23.89,2024-03-15,1
EVAL_006075,v1.0,Creative Writing,4,64.73,25.73,2024-04-06,1
EVAL_006076,v1.0,Coding,4,78.23,25.81,2024-01-12,1
EVAL_006077,v1.0,Scientific,3,69.54,28.76,2024-03-13,1
EVAL_006078,v1.0,Scientific,5,70.64,21.32,2024-05-01,1
EVAL_006079,v1.0,Math/Logic,4,82.26,30.71,2024-06-08,1
EVAL_006080,v1.0,Scientific,3,69.54,24.67,2024-03-22,1
EVAL_006081,v1.0,Math/Logic,3,75.83,28.66,2024-01-12,1
EVAL_006082,v1.0,Scientific,4,78.39,26.27,2024-03-26,1
EVAL_006083,v1.0,General QA,3,65.4,26.12,2024-03-02,1
EVAL_006084,v1.0,General QA,4,68.16,23.98,2024-05-16,1
EVAL_006085,v1.0,Coding,5,87.26,28.18,2024-01-14,1
EVAL_006086,v1.0,Math/Logic,4,86.56,21.94,2024-02-20,1
EVAL_006087,v1.0,General QA,4,91.33,25.88,2024-05-14,1
EVAL_006088,v1.0,Creative Writing,4,71.31,17.23,2024-03-02,1
EVAL_006089,v1.0,Math/Logic,3,68.42,14.02,2024-01-27,1
EVAL_006090,v1.0,General QA,4,61.99,25.99,2024-03-23,1
EVAL_006091,v1.0,Scientific,4,70.5,22.86,2024-06-06,1
EVAL_006092,v1.0,Scientific,4,69.84,26.36,2024-02-06,1
EVAL_006093,v1.0,Creative Writing,5,69.5,32.33,2024-05-14,1
EVAL_006094,v1.0,Creative Writing,4,87.06,18.76,2024-04-11,1
EVAL_006095,v1.0,General QA,2,77.52,14.52,2024-03-31,1
EVAL_006096,v1.0,Creative Writing,3,75.4,22.67,2024-04-13,1
EVAL_006097,v1.0,Math/Logic,4,68.23,29.74,2024-03-27,1
EVAL_006098,v1.0,General QA,5,87.6,26.39,2024-01-05,1
EVAL_006099,v1.0,Math/Logic,5,77.12,31.4,2024-03-29,1
EVAL_006100,v1.0,Creative Writing,4,77.62,27.07,2024-05-23,1
EVAL_006101,v1.0,General QA,3,71.84,21.03,2024-03-30,1
EVAL_006102,v1.0,General QA,5,79.43,21.17,2024-05-30,1
EVAL_006103,v1.0,Coding,4,69.06,18.08,2024-02-05,1
EVAL_006104,v1.0,General QA,4,74.58,27.12,2024-03-06,1
EVAL_006105,v1.0,Coding,3,75.31,25.25,2024-01-14,1
EVAL_006106,v1.0,Coding,2,66.09,12.86,2024-06-01,1
EVAL_006107,v1.0,Creative Writing,3,67.57,16.69,2024-06-10,1
EVAL_006108,v1.0,General QA,4,63.72,24.85,2024-01-01,1
EVAL_006109,v1.0,Coding,5,80.53,19.64,2024-05-12,1
EVAL_006110,v1.0,Scientific,3,72.06,22.24,2024-06-17,1
EVAL_006111,v1.0,Coding,4,84.99,17.67,2024-04-04,1
EVAL_006112,v1.0,Scientific,4,86.48,19.8,2024-01-08,1
EVAL_006113,v1.0,Scientific,3,80.98,23.44,2024-05-02,1
EVAL_006114,v1.0,General QA,5,94.41,28.1,2024-01-11,1
EVAL_006115,v1.0,Creative Writing,5,90.86,32.85,2024-01-09,1
EVAL_006116,v1.0,General QA,4,85.98,23.77,2024-04-15,1
EVAL_006117,v1.0,Creative Writing,4,79.64,19.83,2024-06-28,1
EVAL_006118,v1.0,Math/Logic,3,61.45,14.64,2024-02-19,1
EVAL_006119,v1.0,Math/Logic,3,67.12,15.56,2024-06-15,1
EVAL_006120,v1.0,Coding,5,89.39,22.07,2024-04-18,1
EVAL_006121,v1.0,Creative Writing,5,87.97,26.64,2024-05-01,1
EVAL_006122,v1.0,General QA,3,79.59,17.45,2024-06-26,1
EVAL_006123,v1.0,Coding,3,74.78,17.57,2024-04-13,1
EVAL_006124,v1.0,Creative Writing,3,66.98,15.74,2024-03-06,1
EVAL_006125,v1.0,Creative Writing,3,69.88,28.82,2024-01-17,1
EVAL_006126,v1.0,General QA,3,62.0,22.34,2024-03-01,1
EVAL_006127,v1.0,Creative Writing,4,64.12,17.19,2024-01-21,1
EVAL_006128,v1.0,Math/Logic,5,84.96,26.23,2024-02-10,1
EVAL_006129,v1.0,Math/Logic,4,70.41,18.04,2024-05-08,1
EVAL_006130,v1.0,Scientific,5,85.8,30.38,2024-06-03,1
EVAL_006131,v1.0,Creative Writing,4,81.83,17.22,2024-06-05,1
EVAL_006132,v1.0,General QA,3,66.91,15.82,2024-04-08,1
EVAL_006133,v1.0,Scientific,4,65.51,23.14,2024-03-08,1
EVAL_006134,v1.0,Scientific,3,77.8,25.65,2024-05-17,1
EVAL_006135,v1.0,Scientific,4,70.68,27.21,2024-02-15,1
EVAL_006136,v1.0,Creative Writing,4,66.77,21.37,2024-04-15,1
EVAL_006137,v1.0,Scientific,5,85.97,21.91,2024-04-08,1
EVAL_006138,v1.0,General QA,4,71.75,19.25,2024-01-05,1
EVAL_006139,v1.0,Creative Writing,3,65.05,26.86,2024-03-09,1
EVAL_006140,v1.0,Math/Logic,4,60.9,26.66,2024-04-07,1
EVAL_006141,v1.0,Math/Logic,3,72.9,26.7,2024-04-28,1
EVAL_006142,v1.0,General QA,5,80.48,27.48,2024-02-24,1
EVAL_006143,v1.0,Scientific,3,71.35,22.56,2024-02-27,1
EVAL_006144,v1.0,Creative Writing,5,80.02,25.79,2024-03-27,1
EVAL_006145,v1.0,Math/Logic,5,93.75,23.31,2024-03-27,1
EVAL_006146,v1.0,General QA,3,91.11,23.54,2024-02-01,1
EVAL_006147,v1.0,Creative Writing,5,78.01,26.86,2024-06-18,1
EVAL_006148,v1.0,Coding,4,80.2,19.67,2024-06-14,1
EVAL_006149,v1.0,Coding,3,63.23,27.03,2024-04-06,1
EVAL_006150,v1.0,Coding,4,72.95,30.38,2024-04-07,1
EVAL_006151,v1.0,Creative Writing,4,67.57,20.85,2024-05-24,1
EVAL_006152,v1.0,Scientific,3,76.12,19.21,2024-01-06,1
EVAL_006153,v1.0,Creative Writing,4,85.72,25.68,2024-06-02,1
EVAL_006154,v1.0,General QA,4,80.89,29.17,2024-04-15,1
EVAL_006155,v1.0,Creative Writing,4,83.31,28.06,2024-04-05,1
EVAL_006156,v1.0,Scientific,4,76.37,17.9,2024-03-09,1
EVAL_006157,v1.0,Scientific,5,68.53,31.16,2024-03-25,1
EVAL_006158,v1.0,Scientific,5,85.74,25.69,2024-04-08,1
